date,Value Volume,Symbol
05/8/2021,6532307.692307692,HQC
05/5/2021,27439022.222222224,HQC
05/2/2021,20088761.53846154,HQC
05/11/2020,6032028.461538462,HQC
05/8/2020,11505911.538461538,HQC
05/5/2020,5165714.0,HQC
05/2/2020,2044213.75,HQC
05/11/2019,2541916.6666666665,HQC
05/8/2019,1725103.6363636365,HQC
05/5/2019,1656185.7142857143,HQC
05/2/2019,2054204.0,HQC
05/11/2018,2325793.6363636362,HQC
05/8/2018,3742884.5454545454,HQC
05/5/2018,3054597.5,HQC
05/2/2018,5844362.222222222,HQC
05/11/2017,7197908.181818182,HQC
05/8/2017,7232261.666666667,HQC
05/5/2017,6405959.0,HQC
05/2/2017,3954130.0,HQC
05/11/2016,2755397.5,HQC
05/8/2016,2890503.846153846,HQC
05/5/2016,3878989.0,HQC
05/2/2016,3145091.5384615385,HQC
05/11/2015,4401188.461538462,HQC
05/8/2015,1552287.6923076923,HQC
05/5/2015,3285951.25,HQC
05/2/2015,2561427.6923076925,HQC
05/11/2014,3432390.0,HQC
05/8/2014,3570461.6666666665,HQC
05/5/2014,2452076.25,HQC
05/2/2014,2409096.6666666665,HQC
05/11/2013,2145502.5,HQC
05/8/2013,1619525.4545454546,HQC
05/5/2013,661151.4285714285,HQC
05/2/2013,2070195.0,HQC
05/11/2012,532647.2727272727,HQC
05/8/2012,716225.4545454546,HQC
05/5/2012,1679125.5555555555,HQC
05/2/2012,401451.6666666667,HQC
05/11/2011,1349209.1666666667,HQC
05/8/2011,509755.3846153846,HQC
05/5/2011,167845.0,HQC
05/2/2011,344661.4285714286,HQC
05/11/2010,4007.6923076923076,HQC
05/8/2010,,HQC
05/5/2010,,HQC
05/2/2010,,HQC
05/11/2009,,HQC
05/8/2009,,HQC
05/5/2009,,HQC
05/2/2009,,HQC
05/11/2008,,HQC
05/8/2008,,HQC
05/5/2008,,HQC
05/2/2008,,HQC
