date,Value Volume,Symbol
05/8/2021,311300.0,DCL
05/5/2021,369500.0,DCL
05/2/2021,422661.53846153844,DCL
05/11/2020,46117.692307692305,DCL
05/8/2020,38753.07692307692,DCL
05/5/2020,117323.0,DCL
05/2/2020,133505.0,DCL
05/11/2019,13188.333333333334,DCL
05/8/2019,31732.727272727272,DCL
05/5/2019,30120.0,DCL
05/2/2019,19201.0,DCL
05/11/2018,17997.272727272728,DCL
05/8/2018,29065.454545454544,DCL
05/5/2018,25985.0,DCL
05/2/2018,101645.55555555556,DCL
05/11/2017,61102.72727272727,DCL
05/8/2017,531431.6666666666,DCL
05/5/2017,126464.0,DCL
05/2/2017,130821.66666666667,DCL
05/11/2016,380308.3333333333,DCL
05/8/2016,411446.1538461539,DCL
05/5/2016,199717.0,DCL
05/2/2016,19613.846153846152,DCL
05/11/2015,52768.46153846154,DCL
05/8/2015,29029.23076923077,DCL
05/5/2015,10173.75,DCL
05/2/2015,50772.307692307695,DCL
05/11/2014,31917.69230769231,DCL
05/8/2014,40515.833333333336,DCL
05/5/2014,32661.25,DCL
05/2/2014,69116.66666666667,DCL
05/11/2013,34421.666666666664,DCL
05/8/2013,156879.0909090909,DCL
05/5/2013,8600.0,DCL
05/2/2013,6843.333333333333,DCL
05/11/2012,4132.727272727273,DCL
05/8/2012,4249.090909090909,DCL
05/5/2012,15794.444444444445,DCL
05/2/2012,,DCL
05/11/2011,16317.142857142857,DCL
05/8/2011,6156.153846153846,DCL
05/5/2011,11698.0,DCL
05/2/2011,10297.142857142857,DCL
05/11/2010,5787.692307692308,DCL
05/8/2010,1874.6153846153845,DCL
05/5/2010,91085.55555555556,DCL
05/2/2010,26417.69230769231,DCL
05/11/2009,88900.76923076923,DCL
05/8/2009,15770.76923076923,DCL
05/5/2009,84421.0,DCL
05/2/2009,9866.25,DCL
05/11/2008,30476.153846153848,DCL
05/8/2008,,DCL
05/5/2008,,DCL
05/2/2008,,DCL
