date,Value Volume,Symbol
05/8/2021,908430.7692307692,VPI
05/5/2021,1352588.888888889,VPI
05/2/2021,1828230.7692307692,VPI
05/11/2020,851655.3846153846,VPI
05/8/2020,616430.7692307692,VPI
05/5/2020,718100.0,VPI
05/2/2020,380017.5,VPI
05/11/2019,362377.5,VPI
05/8/2019,231556.36363636365,VPI
05/5/2019,346760.0,VPI
05/2/2019,174730.0,VPI
05/11/2018,366663.63636363635,VPI
05/8/2018,198678.18181818182,VPI
05/5/2018,234150.0,VPI
05/2/2018,105709.09090909091,VPI
05/11/2017,,VPI
05/8/2017,,VPI
05/5/2017,,VPI
05/2/2017,,VPI
05/11/2016,,VPI
05/8/2016,,VPI
05/5/2016,,VPI
05/2/2016,,VPI
05/11/2015,,VPI
05/8/2015,,VPI
05/5/2015,,VPI
05/2/2015,,VPI
05/11/2014,,VPI
05/8/2014,,VPI
05/5/2014,,VPI
05/2/2014,,VPI
05/11/2013,,VPI
05/8/2013,,VPI
05/5/2013,,VPI
05/2/2013,,VPI
05/11/2012,,VPI
05/8/2012,,VPI
05/5/2012,,VPI
05/2/2012,,VPI
05/11/2011,,VPI
05/8/2011,,VPI
05/5/2011,,VPI
05/2/2011,,VPI
05/11/2010,,VPI
05/8/2010,,VPI
05/5/2010,,VPI
05/2/2010,,VPI
05/11/2009,,VPI
05/8/2009,,VPI
05/5/2009,,VPI
05/2/2009,,VPI
05/11/2008,,VPI
05/8/2008,,VPI
05/5/2008,,VPI
05/2/2008,,VPI
