date,Value Volume,Symbol
05/8/2021,27638.46153846154,RAL
05/5/2021,24266.666666666668,RAL
05/2/2021,33930.769230769234,RAL
05/11/2020,12808.461538461539,RAL
05/8/2020,22230.0,RAL
05/5/2020,31722.0,RAL
05/2/2020,4187.5,RAL
05/11/2019,3561.6666666666665,RAL
05/8/2019,6717.272727272727,RAL
05/5/2019,1332.857142857143,RAL
05/2/2019,2545.0,RAL
05/11/2018,3540.0,RAL
05/8/2018,17404.545454545456,RAL
05/5/2018,9605.0,RAL
05/2/2018,29388.88888888889,RAL
05/11/2017,23980.909090909092,RAL
05/8/2017,56643.333333333336,RAL
05/5/2017,49524.0,RAL
05/2/2017,18840.0,RAL
05/11/2016,33251.666666666664,RAL
05/8/2016,28869.23076923077,RAL
05/5/2016,11910.0,RAL
05/2/2016,6540.7692307692305,RAL
05/11/2015,1533.076923076923,RAL
05/8/2015,2397.6923076923076,RAL
05/5/2015,1793.75,RAL
05/2/2015,1370.0,RAL
05/11/2014,5618.461538461538,RAL
05/8/2014,4724.166666666667,RAL
05/5/2014,3810.0,RAL
05/2/2014,13138.333333333334,RAL
05/11/2013,9971.666666666666,RAL
05/8/2013,21842.727272727272,RAL
05/5/2013,3330.0,RAL
05/2/2013,28837.5,RAL
05/11/2012,3465.4545454545455,RAL
05/8/2012,1009.0909090909091,RAL
05/5/2012,20208.88888888889,RAL
05/2/2012,34450.0,RAL
05/11/2011,81944.16666666667,RAL
05/8/2011,23458.46153846154,RAL
05/5/2011,33748.0,RAL
05/2/2011,62844.28571428572,RAL
05/11/2010,31665.384615384617,RAL
05/8/2010,74768.46153846153,RAL
05/5/2010,283073.3333333333,RAL
05/2/2010,82381.53846153847,RAL
05/11/2009,318905.3846153846,RAL
05/8/2009,50090.769230769234,RAL
05/5/2009,349296.0,RAL
05/2/2009,19413.75,RAL
05/11/2008,11810.0,RAL
05/8/2008,40725.833333333336,RAL
05/5/2008,12385.0,RAL
05/2/2008,17178.0,RAL
