date,Value Volume,Symbol
05/8/2021,2078200.0,KDC
05/5/2021,1189944.4444444445,KDC
05/2/2021,1210830.7692307692,KDC
05/11/2020,424367.6923076923,KDC
05/8/2020,477726.92307692306,KDC
05/5/2020,322398.0,KDC
05/2/2020,102583.75,KDC
05/11/2019,163341.66666666666,KDC
05/8/2019,90385.45454545454,KDC
05/5/2019,45450.0,KDC
05/2/2019,124767.0,KDC
05/11/2018,92111.81818181818,KDC
05/8/2018,98560.90909090909,KDC
05/5/2018,183278.75,KDC
05/2/2018,604450.0,KDC
05/11/2017,305603.63636363635,KDC
05/8/2017,413962.5,KDC
05/5/2017,222813.0,KDC
05/2/2017,109208.33333333333,KDC
05/11/2016,234419.16666666666,KDC
05/8/2016,274446.92307692306,KDC
05/5/2016,413379.0,KDC
05/2/2016,134466.15384615384,KDC
05/11/2015,535525.3846153846,KDC
05/8/2015,1404213.8461538462,KDC
05/5/2015,261566.25,KDC
05/2/2015,1377177.6923076923,KDC
05/11/2014,816183.0769230769,KDC
05/8/2014,68443.33333333333,KDC
05/5/2014,174737.5,KDC
05/2/2014,113981.66666666667,KDC
05/11/2013,31125.833333333332,KDC
05/8/2013,73608.18181818182,KDC
05/5/2013,80827.14285714286,KDC
05/2/2013,35840.833333333336,KDC
05/11/2012,169939.0909090909,KDC
05/8/2012,65196.36363636364,KDC
05/5/2012,108866.66666666667,KDC
05/2/2012,169285.0,KDC
05/11/2011,123201.66666666667,KDC
05/8/2011,248800.0,KDC
05/5/2011,101294.0,KDC
05/2/2011,135608.57142857142,KDC
05/11/2010,177312.3076923077,KDC
05/8/2010,263031.53846153844,KDC
05/5/2010,308064.44444444444,KDC
05/2/2010,193875.38461538462,KDC
05/11/2009,331513.07692307694,KDC
05/8/2009,110677.69230769231,KDC
05/5/2009,178943.0,KDC
05/2/2009,45095.0,KDC
05/11/2008,127692.30769230769,KDC
05/8/2008,48205.833333333336,KDC
05/5/2008,25941.25,KDC
05/2/2008,62109.0,KDC
