date,Value Volume,Symbol
05/8/2021,25469.23076923077,PXI
05/5/2021,49944.444444444445,PXI
05/2/2021,55676.92307692308,PXI
05/11/2020,14583.076923076924,PXI
05/8/2020,9218.461538461539,PXI
05/5/2020,5923.0,PXI
05/2/2020,38561.25,PXI
05/11/2019,6597.5,PXI
05/8/2019,3996.3636363636365,PXI
05/5/2019,477.14285714285717,PXI
05/2/2019,11346.0,PXI
05/11/2018,882.7272727272727,PXI
05/8/2018,23800.909090909092,PXI
05/5/2018,12577.5,PXI
05/2/2018,24782.222222222223,PXI
05/11/2017,41155.454545454544,PXI
05/8/2017,15629.166666666666,PXI
05/5/2017,40897.0,PXI
05/2/2017,26866.666666666668,PXI
05/11/2016,13979.166666666666,PXI
05/8/2016,35709.230769230766,PXI
05/5/2016,152404.0,PXI
05/2/2016,20275.384615384617,PXI
05/11/2015,79737.69230769231,PXI
05/8/2015,140574.61538461538,PXI
05/5/2015,103172.5,PXI
05/2/2015,93631.53846153847,PXI
05/11/2014,187454.61538461538,PXI
05/8/2014,153525.83333333334,PXI
05/5/2014,178180.0,PXI
05/2/2014,108846.66666666667,PXI
05/11/2013,145400.83333333334,PXI
05/8/2013,27050.909090909092,PXI
05/5/2013,52580.0,PXI
05/2/2013,86444.16666666667,PXI
05/11/2012,40160.90909090909,PXI
05/8/2012,80463.63636363637,PXI
05/5/2012,446591.1111111111,PXI
05/2/2012,53960.0,PXI
05/11/2011,21335.833333333332,PXI
05/8/2011,27943.076923076922,PXI
05/5/2011,59712.0,PXI
05/2/2011,59772.857142857145,PXI
05/11/2010,119056.92307692308,PXI
05/8/2010,522186.92307692306,PXI
05/5/2010,,PXI
05/2/2010,,PXI
05/11/2009,,PXI
05/8/2009,,PXI
05/5/2009,,PXI
05/2/2009,,PXI
05/11/2008,,PXI
05/8/2008,,PXI
05/5/2008,,PXI
05/2/2008,,PXI
