date,Value Volume,Symbol
05/8/2021,7719523.076923077,KBC
05/5/2021,4735477.777777778,KBC
05/2/2021,11352415.384615384,KBC
05/11/2020,1834782.3076923077,KBC
05/8/2020,2562303.076923077,KBC
05/5/2020,3456297.0,KBC
05/2/2020,2205495.0,KBC
05/11/2019,1368080.8333333333,KBC
05/8/2019,2066044.5454545454,KBC
05/5/2019,1823712.857142857,KBC
05/2/2019,2403928.0,KBC
05/11/2018,1753792.7272727273,KBC
05/8/2018,2116277.272727273,KBC
05/5/2018,3228691.25,KBC
05/2/2018,5017108.888888889,KBC
05/11/2017,3271010.0,KBC
05/8/2017,2114140.0,KBC
05/5/2017,2020485.0,KBC
05/2/2017,1666030.0,KBC
05/11/2016,4317122.5,KBC
05/8/2016,5365013.846153846,KBC
05/5/2016,1552458.0,KBC
05/2/2016,866943.0769230769,KBC
05/11/2015,1158210.7692307692,KBC
05/8/2015,1379893.076923077,KBC
05/5/2015,1311242.5,KBC
05/2/2015,1775524.6153846155,KBC
05/11/2014,4981958.461538462,KBC
05/8/2014,844313.3333333334,KBC
05/5/2014,453803.75,KBC
05/2/2014,817606.6666666666,KBC
05/11/2013,793607.5,KBC
05/8/2013,519270.0,KBC
05/5/2013,703731.4285714285,KBC
05/2/2013,2484050.8333333335,KBC
05/11/2012,798593.6363636364,KBC
05/8/2012,800387.2727272727,KBC
05/5/2012,500681.1111111111,KBC
05/2/2012,130610.0,KBC
05/11/2011,62196.666666666664,KBC
05/8/2011,158380.0,KBC
05/5/2011,85525.0,KBC
05/2/2011,236601.42857142858,KBC
05/11/2010,115003.84615384616,KBC
05/8/2010,135040.76923076922,KBC
05/5/2010,703838.8888888889,KBC
05/2/2010,904690.7692307692,KBC
05/11/2009,1932284.6153846155,KBC
05/8/2009,951807.6923076923,KBC
05/5/2009,294180.0,KBC
05/2/2009,47062.5,KBC
05/11/2008,40615.38461538462,KBC
05/8/2008,58066.666666666664,KBC
05/5/2008,18612.5,KBC
05/2/2008,33190.0,KBC
